Clear Domain,Type,URL,DNS Lookup (ms),TCP Connect (ms),TLS Handshake (ms),DOMContentLoaded (ms),Page Load (ms),Total Time (ms),Circuit Relays (Onion only)
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,1958,,5280,6176,6176,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 1F3229490FB44648E3EE6F8C3EEA33BB6CE9767C:euphrates:162.251.116.18:US
mediapart.fr,clear,https://mediapart.fr,23,0,,374,476,476,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1957,,2433,5416,5416,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 84CE00C5245FBE17196ED2BF478D96AAB8CD49DA:KosherTempler:185.36.142.175:EE
riseup.net,clear,https://riseup.net,16,575,,795,3068,3068,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1544,,1994,13527,13527,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 762213D327B0A76057F4B61CD587ED4238CD900E:Digitalcourage4ip6b:185.220.101.109:DE
blockstream.info,clear,https://blockstream.info,0,281,3,572,2112,2112,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,1595,,4724,9801,9801,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; B9F69F144DF5BE2FD92DDBF9E67C659ECC5E539B:Vanbo:178.63.3.190:DE
svoboda.org,clear,https://svoboda.org,20,16,,358,1157,1157,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2505,,4613,9735,9735,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 88C58633C9537A2E0F93A5EC09BDF40FC3247715:Determination:87.236.195.198:CZ
archive.org,clear,https://archive.org,25,342,,1183,1672,1672,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,4850,,6247,10798,10798,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 55339FB611B1030979E1581871D2F6BB5C8CB4AF:GOGRelayAlb1:78.159.131.25:NL
theguardian.com,clear,https://theguardian.com,0,0,1,352,454,454,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,6123,8743,8743,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6ABF9EF4C7D0246CE95DE39DDC4F4919FB049504:0xcc01:152.53.126.108:DE
brave.com,clear,https://brave.com,32,53,,332,368,368,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,841,,2047,3004,3004,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 55339FB611B1030979E1581871D2F6BB5C8CB4AF:GOGRelayAlb1:78.159.131.25:NL
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,435,540,540,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,2464,,4240,8133,8133,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; F89C2E1A47C88391FCFD18C4539500BC96239195:testr0cket1i0:45.84.106.7:SE
voanews.com,clear,https://voanews.com,21,17,2,303,977,977,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1007,,2273,3446,3446,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 63B53D6186A18BA34B5749C193E92ADFB9395035:GenericTorNode27:198.244.188.169:Unknown
proton.me,clear,https://proton.me,11,46,11,278,541,541,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,15871,17019,17019,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 1324B4C0E741D5786DFD2106F9F71734CAA331F8:wumpwump:95.216.35.156:Unknown
amnesty.org,clear,https://amnesty.org,0,0,2,684,697,697,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,667,,1927,4630,4630,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 597517F8E966473D8D80AEA28373843A56B7CF52:yfnlucci:64.65.62.68:Unknown
propublica.org,clear,https://propublica.org,32,17,,1005,1891,1891,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,2528,,3231,4356,4356,
torproject.org,clear,https://torproject.org,15,42,,417,578,578,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,2174,,3206,3207,3207,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 873C5AC9DCFBA2C852EB1EF4DB08EAAB472DB31B:torsten:135.181.144.230:Unknown
archive.is,clear,https://archive.is,25,1014,,1683,3309,3309,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1016,,3518,6304,6304,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 91EE3488AB5271FA998BCE851D01A2608FAC0E61:AnotherTorNode0602:217.154.74.227:Unknown
rferl.org,clear,https://rferl.org,22,16,,402,1392,1392,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,851,,1958,6339,6339,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 60AEEA23A85B83A407312B560A60482A501A6B89:SomeTorinAS200462:2.58.52.163:Unknown
mullvad.net,clear,https://mullvad.net,0,0,2,296,580,580,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,522,,1271,1272,1272,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 873C5AC9DCFBA2C852EB1EF4DB08EAAB472DB31B:torsten:135.181.144.230:Unknown
archive.ph,clear,https://archive.ph,33,1071,,1772,2443,2443,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,5217,6424,6424,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 21E596923D03ACADE0D2BDA91795F14FEC37B644:zgato:93.123.118.224:Unknown
mempool.space,clear,https://mempool.space,0,0,2,510,2254,2254,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,3778,5035,5035,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 69B11AE1412FFDB712C99A6AF9C89E8D74091295:prsv:162.19.252.137:Unknown
taz.de,clear,https://taz.de,0,90,,375,505,505,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1438,,2327,3551,3551,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; BFC4044119080D8BEE70218978EE83C3FC16AE7A:antifaang:78.46.123.26:Unknown
marxists.org,clear,https://marxists.org,16,109,,429,661,661,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1483,,2120,2460,2460,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; F12C6E3002C96064A4C0B14CA277690E195D7074:HRMB:159.69.71.228:Unknown
wiz.biz,clear,https://wiz.biz,58,325,,750,914,914,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,1026,,4754,5459,5459,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; ED6EE4882B771E84D5330BB62800ABEF314237EB:bauruine:198.140.141.52:Unknown
f-droid.org,clear,https://f-droid.org,11,145,,665,826,826,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,994,,1323,1916,1916,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 6E3073BD80A6194A05B9C0CF6838D63781616EB8:telerelay:5.75.165.11:Unknown
cock.li,clear,https://cock.li,23,77,,168,288,288,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,1017,,2587,3145,3145,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 2708361FCF7950B6FFA8C9E0495DE938803DC4D1:zgato:83.168.108.31:Unknown
mediapart.fr,clear,https://mediapart.fr,30,0,,375,446,446,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1921,,2372,5372,5372,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; E70EDA833C8A74A4136FD995263867589D450349:testr0cket3i3:45.84.106.230:Unknown
riseup.net,clear,https://riseup.net,268,541,,1007,3351,3351,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1357,,2000,8990,8990,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 399EEB52B7E1038698E522BBE36139C74478AEFD:securityenjoyer:185.246.189.251:Unknown
blockstream.info,clear,https://blockstream.info,0,321,,677,2266,2266,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,2407,,6135,11723,11723,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; E1D7AEBD5218953FB8558056E13B25125CBE2B48:Leslie:107.189.2.108:Unknown
svoboda.org,clear,https://svoboda.org,25,15,,488,1522,1522,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,3131,,5622,8239,8239,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 104AE1991C61426D9D3256758928B4CE6EF2AFAB:mikrogravitation4:45.14.233.204:Unknown
archive.org,clear,https://archive.org,17,363,,1259,1749,1749,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,4025,,5140,24263,24263,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C3F7F3E1E32A64B22B2F0734E7C7A312F993D102:arbitraryKenzie4:65.108.136.183:Unknown
theguardian.com,clear,https://theguardian.com,0,0,1,334,470,470,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,7014,9899,9899,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 3AF1F2BCEAE0542B473292744BF869145FB536B2:Zark:65.108.193.156:Unknown
brave.com,clear,https://brave.com,23,37,,286,335,335,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,1189,,2186,3269,3269,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C3F7F3E1E32A64B22B2F0734E7C7A312F993D102:arbitraryKenzie4:65.108.136.183:Unknown
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,420,522,522,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,2446,,4139,8753,8753,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; B7E9849D446FC57D4BDED937B8E17F3AACE1FA06:ForPrivacyNET:185.220.101.203:Unknown
voanews.com,clear,https://voanews.com,22,17,1,339,1189,1189,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1345,,2738,3773,3773,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 008EAE223B110C8EDEE20D06FB0DD4C43E3E0142:FTPhalifaxRWTH:137.226.34.45:DE
proton.me,clear,https://proton.me,18,39,,256,511,511,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,6166,7039,7039,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; A69023F5DECA5311B408ED5EA1EE8610A1EE8A61:Assange033de:80.92.204.251:Unknown
amnesty.org,clear,https://amnesty.org,0,0,2,806,819,819,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,808,,3421,7163,7163,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C64EB4553AA308D8FBC314D73B44178E4CB11C35:privexrelayde1:148.251.183.205:Unknown
propublica.org,clear,https://propublica.org,31,14,,920,1806,1806,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,1032,,1609,2522,2522,
torproject.org,clear,https://torproject.org,24,41,,387,541,541,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1683,,2624,2624,2624,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 0D6CD875B60B762F4F65F8685BD0E39F9886340F:Indigo:45.92.33.62:Unknown
archive.is,clear,https://archive.is,35,1026,1,1714,3301,3301,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,671,,2833,6542,6542,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6A84C1DB4C50934A57E13FC7F93EA5217BA0DAB6:tortisserie:176.9.57.157:Unknown
rferl.org,clear,https://rferl.org,21,16,1,425,1388,1388,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,2043,,2871,5892,5892,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; E61B6EDD8816CE37288CB1DE488790DE16B01716:relay1:152.53.123.174:Unknown
mullvad.net,clear,https://mullvad.net,0,0,2,312,694,694,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,617,,1337,1337,1337,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 0D6CD875B60B762F4F65F8685BD0E39F9886340F:Indigo:45.92.33.62:Unknown
archive.ph,clear,https://archive.ph,29,1045,,1965,2542,2542,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,6515,8137,8137,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 24893333D304C74CCDD11D99090C0471DCFED589:eternaljenny:95.216.202.181:Unknown
mempool.space,clear,https://mempool.space,0,0,1,491,2260,2260,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,3672,5043,5043,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; BF93594384A02DE7689C4FD821E2638DA2CD4792:labaliseridicule:95.153.32.22:Unknown
taz.de,clear,https://taz.de,1,107,,401,526,526,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,745,,1330,1897,1897,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 12D5CABC9A021D94D5869A2692B3CD173DB97263:freakpark:95.85.90.130:Unknown
marxists.org,clear,https://marxists.org,14,99,,441,626,626,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1091,,1774,2416,2416,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; EC6EEF24818224C8174A92BAFA95E8129B57E7C9:viper:46.232.250.229:Unknown
wiz.biz,clear,https://wiz.biz,0,331,,700,865,865,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,997,,2155,2808,2808,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 528CDCB9DBB8AF6EA52A20CF3C619335F09C234A:0xcc01N6:146.59.44.186:Unknown
f-droid.org,clear,https://f-droid.org,11,122,,558,721,721,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1091,,1698,2146,2146,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 81673D781C408A9FC2A2EF59BCC712A237DBB407:Ne0nWaVe:109.175.247.24:Unknown
cock.li,clear,https://cock.li,10,80,,157,256,256,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,963,,3703,4438,4438,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; ECFDBCDFF24CD0A2D4CECE93CC51EB74A5A16BBD:Vigilance:87.236.197.123:CZ
mediapart.fr,clear,https://mediapart.fr,23,0,,375,448,448,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1653,,2258,5013,5013,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 166972E9BCEAF78A9B2F28D1A80141861B83BB2E:Ulcerate:5.189.176.236:Unknown
riseup.net,clear,https://riseup.net,161,542,,896,3240,3240,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,4268,,4910,14422,14422,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; F001D1B50E219101CA48ED8E3879F29E35F276ED:koolmoedee:64.65.63.1:Unknown
blockstream.info,clear,https://blockstream.info,16,143,,463,2002,2002,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,1864,1,6733,10774,10774,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; AEA5C9C1791B36DA7E751723FEB66B0F511E4FC8:test:135.181.63.118:FI
svoboda.org,clear,https://svoboda.org,23,20,1,319,1503,1503,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2842,,5507,7750,7750,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; E656618826BD9F2CCACD13F8ED8DE13299FAA175:Tyrion:138.68.144.236:Unknown
archive.org,clear,https://archive.org,0,371,,1262,1878,1878,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,4154,,5849,21512,21512,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 1F348BF999D4F7BE263270F5A24F69FCCEC1399C:fluffypancakes006nl:176.65.149.97:DE
theguardian.com,clear,https://theguardian.com,0,0,2,313,427,427,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,,8456,13074,13074,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; D2F05648A73CB0CBA7D254D8D12BB3181408FBAE:wormhole:193.30.122.232:Unknown
brave.com,clear,https://brave.com,6,38,,293,345,345,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,981,,2851,3614,3614,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 1F348BF999D4F7BE263270F5A24F69FCCEC1399C:fluffypancakes006nl:176.65.149.97:DE
guardian.co.uk,clear,https://guardian.co.uk,0,0,2,404,508,508,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,2141,,3993,8296,8296,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 9A01C80771E2B3992844A5D267ADFA662ED4450D:NTH35R5:192.42.116.187:NL
voanews.com,clear,https://voanews.com,21,19,,290,1119,1119,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1138,,3510,4668,4668,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; EEF0EC534E8FA3E21CCB3EB0BB55CD2274AFAEA3:zgato:185.229.64.252:Unknown
proton.me,clear,https://proton.me,20,41,,225,473,473,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,5238,6054,6054,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 97B326AB73BD5B484F89E976EED9FD9B807CD39F:torkowo3:217.182.79.225:Unknown
